Year,Month,Day,Hour,Minute,Temperature,DHI,GHI,DNI,Wind Speed
2023,1,1,0,0,7.4,0,0,0,1.6
2023,1,1,1,0,6.7,0,0,0,1.6
2023,1,1,2,0,6.4,0,0,0,1.8
2023,1,1,3,0,6,0,0,0,1.8
2023,1,1,4,0,5.9,0,0,0,1.9000000000000001
2023,1,1,5,0,5.6000000000000005,0,0,0,2.1
2023,1,1,6,0,5.300000000000001,0,0,0,2.2
2023,1,1,7,0,5.1000000000000005,0,0,0,2.1
2023,1,1,8,0,5.7,45,46,3,2.4000000000000004
2023,1,1,9,0,6.7,49,219,705,2.6
2023,1,1,10,0,7.800000000000001,160,264,297,2.6
2023,1,1,11,0,8.6,190,327,327,2.6
2023,1,1,12,0,9.200000000000001,60,453,887,2.4000000000000004
2023,1,1,13,0,9.8,57,423,873,2.1
2023,1,1,14,0,9.8,54,339,819,1.7000000000000002
2023,1,1,15,0,8.6,45,214,708,1
2023,1,1,16,0,6,26,70,464,1.1
2023,1,1,17,0,5.4,0,0,0,1.2000000000000002
2023,1,1,18,0,4.800000000000001,0,0,0,1.2000000000000002
2023,1,1,19,0,4.3,0,0,0,1.2000000000000002
2023,1,1,20,0,3.8000000000000003,0,0,0,1.3
2023,1,1,21,0,3.4000000000000004,0,0,0,1.3
2023,1,1,22,0,3.3000000000000003,0,0,0,1.3
2023,1,1,23,0,3.7,0,0,0,1.6
2023,1,2,0,0,3.7,0,0,0,1.7000000000000002
2023,1,2,1,0,2.9000000000000004,0,0,0,1.6
2023,1,2,2,0,3,0,0,0,1.6
2023,1,2,3,0,3.1,0,0,0,1.5
2023,1,2,4,0,2.8000000000000003,0,0,0,1.5
2023,1,2,5,0,2.4000000000000004,0,0,0,1.4000000000000001
2023,1,2,6,0,2.6,0,0,0,1.2000000000000002
2023,1,2,7,0,3.1,0,0,0,1.1
2023,1,2,8,0,4.5,19,19,0,0.8
2023,1,2,9,0,6.6000000000000005,39,39,1,0.7000000000000001
2023,1,2,10,0,8.200000000000001,69,70,2,0.7000000000000001
2023,1,2,11,0,9.5,68,68,1,0.8
2023,1,2,12,0,10.4,251,288,83,0.9
2023,1,2,13,0,11,126,126,1,0.9
2023,1,2,14,0,11.100000000000001,131,132,3,0.8
2023,1,2,15,0,10.100000000000001,37,37,0,0.7000000000000001
2023,1,2,16,0,8.700000000000001,11,11,0,1.1
2023,1,2,17,0,7.9,0,0,0,1.2000000000000002
2023,1,2,18,0,7.5,0,0,0,1.3
2023,1,2,19,0,7.300000000000001,0,0,0,1.2000000000000002
2023,1,2,20,0,7.1000000000000005,0,0,0,1.2000000000000002
2023,1,2,21,0,7,0,0,0,1.2000000000000002
2023,1,2,22,0,7.2,0,0,0,1.1
2023,1,2,23,0,7.4,0,0,0,0.9
2023,1,3,0,0,7.2,0,0,0,0.9
2023,1,3,1,0,6.7,0,0,0,1.1
2023,1,3,2,0,6.1000000000000005,0,0,0,1.1
2023,1,3,3,0,5.9,0,0,0,1.1
2023,1,3,4,0,5.9,0,0,0,1.3
2023,1,3,5,0,5.9,0,0,0,1.2000000000000002
2023,1,3,6,0,5.9,0,0,0,1.2000000000000002
2023,1,3,7,0,6.2,0,0,0,1.3
2023,1,3,8,0,6.9,9,9,0,1.4000000000000001
2023,1,3,9,0,7.9,41,41,0,1.7000000000000002
2023,1,3,10,0,9.200000000000001,32,32,0,1.9000000000000001
2023,1,3,11,0,9.8,7,7,0,1.9000000000000001
2023,1,3,12,0,9.600000000000001,18,18,0,1.9000000000000001
2023,1,3,13,0,9.600000000000001,27,27,0,2.1
2023,1,3,14,0,9.9,40,40,0,2.5
2023,1,3,15,0,9.8,86,89,12,2.6
2023,1,3,16,0,9.4,8,8,0,2.6
2023,1,3,17,0,9.3,0,0,0,2.5
2023,1,3,18,0,9.4,0,0,0,2.3000000000000003
2023,1,3,19,0,9.5,0,0,0,2.3000000000000003
2023,1,3,20,0,9.5,0,0,0,2.4000000000000004
2023,1,3,21,0,9.4,0,0,0,2.3000000000000003
2023,1,3,22,0,9.5,0,0,0,2.3000000000000003
2023,1,3,23,0,9.5,0,0,0,2.3000000000000003
2023,1,4,0,0,9.700000000000001,0,0,0,2.2
2023,1,4,1,0,9.200000000000001,0,0,0,1.9000000000000001
2023,1,4,2,0,9,0,0,0,1.9000000000000001
2023,1,4,3,0,9,0,0,0,1.7000000000000002
2023,1,4,4,0,9,0,0,0,1.7000000000000002
2023,1,4,5,0,9.5,0,0,0,1.8
2023,1,4,6,0,9.600000000000001,0,0,0,1.7000000000000002
2023,1,4,7,0,9,0,0,0,1.4000000000000001
2023,1,4,8,0,10.3,28,66,392,1.5
2023,1,4,9,0,11.3,49,206,648,1.5
2023,1,4,10,0,12.3,129,285,443,1.6
2023,1,4,11,0,12.9,203,270,159,1.4000000000000001
2023,1,4,12,0,12.9,209,266,128,0.9
2023,1,4,13,0,12.600000000000001,193,289,226,0.5
2023,1,4,14,0,11.9,174,231,160,1.2000000000000002
2023,1,4,15,0,11.3,46,47,1,1.7000000000000002
2023,1,4,16,0,10.700000000000001,9,9,0,1.8
2023,1,4,17,0,10.3,0,0,0,1.6
2023,1,4,18,0,10,0,0,0,1.2000000000000002
2023,1,4,19,0,9.700000000000001,0,0,0,1.1
2023,1,4,20,0,9.4,0,0,0,1.1
2023,1,4,21,0,9.3,0,0,0,1.1
2023,1,4,22,0,9.200000000000001,0,0,0,1.2000000000000002
2023,1,4,23,0,9.4,0,0,0,1.3
2023,1,5,0,0,9.8,0,0,0,1.4000000000000001
2023,1,5,1,0,9.8,0,0,0,1.3
2023,1,5,2,0,8.9,0,0,0,1.2000000000000002
2023,1,5,3,0,8.4,0,0,0,1.2000000000000002
2023,1,5,4,0,7.9,0,0,0,1.2000000000000002
2023,1,5,5,0,7.300000000000001,0,0,0,1.1
2023,1,5,6,0,6.800000000000001,0,0,0,1
2023,1,5,7,0,6.7,0,0,0,1
2023,1,5,8,0,7.300000000000001,27,27,1,1.2000000000000002
2023,1,5,9,0,7.800000000000001,46,46,1,1.2000000000000002
2023,1,5,10,0,8.5,70,70,0,1.2000000000000002
2023,1,5,11,0,9.3,121,124,6,1.3
2023,1,5,12,0,10.100000000000001,71,71,0,1.2000000000000002
2023,1,5,13,0,10.5,144,149,13,1.2000000000000002
2023,1,5,14,0,10.3,73,74,2,1.2000000000000002
2023,1,5,15,0,9.5,80,80,1,1.3
2023,1,5,16,0,7.7,28,28,0,1.3
2023,1,5,17,0,6.800000000000001,0,0,0,1.4000000000000001
2023,1,5,18,0,6.2,0,0,0,1.4000000000000001
2023,1,5,19,0,5.800000000000001,0,0,0,1.4000000000000001
2023,1,5,20,0,6.2,0,0,0,1.6
2023,1,5,21,0,6.4,0,0,0,1.8
2023,1,5,22,0,6.4,0,0,0,1.9000000000000001
2023,1,5,23,0,6.300000000000001,0,0,0,1.9000000000000001
2023,1,6,0,0,6.1000000000000005,0,0,0,1.8
2023,1,6,1,0,5.6000000000000005,0,0,0,1.5
2023,1,6,2,0,5.1000000000000005,0,0,0,1.3
2023,1,6,3,0,4.4,0,0,0,1.6
2023,1,6,4,0,3.9000000000000004,0,0,0,1.7000000000000002
2023,1,6,5,0,3.8000000000000003,0,0,0,1.7000000000000002
2023,1,6,6,0,3.8000000000000003,0,0,0,1.5
2023,1,6,7,0,3.7,0,0,0,1.4000000000000001
2023,1,6,8,0,4.4,14,14,0,1.8
2023,1,6,9,0,5.1000000000000005,35,35,0,1.5
2023,1,6,10,0,5.7,21,21,0,0.9
2023,1,6,11,0,6.5,67,67,0,0.5
2023,1,6,12,0,7.300000000000001,151,152,1,0.9
2023,1,6,13,0,7.7,235,253,41,1.3
2023,1,6,14,0,7.9,129,130,2,1.4000000000000001
2023,1,6,15,0,7.4,7,7,0,1.1
2023,1,6,16,0,5.9,26,26,0,1.1
2023,1,6,17,0,5.2,0,0,0,1.6
2023,1,6,18,0,4.7,0,0,0,2
2023,1,6,19,0,4.2,0,0,0,2.3000000000000003
2023,1,6,20,0,3.9000000000000004,0,0,0,2.7
2023,1,6,21,0,3.6,0,0,0,2.7
2023,1,6,22,0,3.4000000000000004,0,0,0,2.8000000000000003
2023,1,6,23,0,3,0,0,0,2.7
2023,1,7,0,0,2.5,0,0,0,2.6
2023,1,7,1,0,1.9000000000000001,0,0,0,2.4000000000000004
2023,1,7,2,0,1.1,0,0,0,2.2
2023,1,7,3,0,0.6000000000000001,0,0,0,2.1
2023,1,7,4,0,0.1,0,0,0,2
2023,1,7,5,0,-0.1,0,0,0,2
2023,1,7,6,0,-0.1,0,0,0,2
2023,1,7,7,0,0.2,0,0,0,2.1
2023,1,7,8,0,1.6,26,26,1,2.4000000000000004
2023,1,7,9,0,3,112,113,5,2.2
2023,1,7,10,0,4.3,182,251,193,2.3000000000000003
2023,1,7,11,0,5.5,215,268,125,2.4000000000000004
2023,1,7,12,0,6.4,253,276,50,2.4000000000000004
2023,1,7,13,0,6.800000000000001,183,187,8,2.3000000000000003
2023,1,7,14,0,6.7,126,126,1,2.2
2023,1,7,15,0,5.9,106,107,3,1.9000000000000001
2023,1,7,16,0,4.2,46,46,1,1.9000000000000001
2023,1,7,17,0,3.9000000000000004,0,0,0,2.2
2023,1,7,18,0,3.7,0,0,0,2.4000000000000004
2023,1,7,19,0,3.1,0,0,0,2.6
2023,1,7,20,0,2.1,0,0,0,2.5
2023,1,7,21,0,1.3,0,0,0,2.4000000000000004
2023,1,7,22,0,0.6000000000000001,0,0,0,2.3000000000000003
2023,1,7,23,0,0,0,0,0,2.2
2023,1,8,0,0,-0.5,0,0,0,2.2
2023,1,8,1,0,-1.1,0,0,0,2.2
2023,1,8,2,0,-1.6,0,0,0,2.1
2023,1,8,3,0,-1.9,0,0,0,2
2023,1,8,4,0,-2.2,0,0,0,1.9000000000000001
2023,1,8,5,0,-2.4,0,0,0,1.9000000000000001
2023,1,8,6,0,-2.6,0,0,0,1.9000000000000001
2023,1,8,7,0,-2.3,0,0,0,2
2023,1,8,8,0,-0.4,25,80,551,2.3000000000000003
2023,1,8,9,0,0.9,41,235,793,2.2
2023,1,8,10,0,2.2,50,368,891,1.8
2023,1,8,11,0,3.3000000000000003,54,455,937,1.1
2023,1,8,12,0,4.1000000000000005,169,393,495,0.4
2023,1,8,13,0,4.4,196,330,309,0.6000000000000001
2023,1,8,14,0,4.2,194,255,168,0.9
2023,1,8,15,0,2.9000000000000004,112,118,26,0.9
2023,1,8,16,0,0.7000000000000001,54,56,14,1.2000000000000002
2023,1,8,17,0,0.2,0,0,0,1.4000000000000001
2023,1,8,18,0,0.2,0,0,0,1.5
2023,1,8,19,0,0.4,0,0,0,1.6
2023,1,8,20,0,0.6000000000000001,0,0,0,1.6
2023,1,8,21,0,0.6000000000000001,0,0,0,1.7000000000000002
2023,1,8,22,0,0.6000000000000001,0,0,0,1.9000000000000001
2023,1,8,23,0,0.7000000000000001,0,0,0,1.8
2023,1,9,0,0,1,0,0,0,1.5
2023,1,9,1,0,1.2000000000000002,0,0,0,1.5
2023,1,9,2,0,1.3,0,0,0,1.4000000000000001
2023,1,9,3,0,1.2000000000000002,0,0,0,1.3
2023,1,9,4,0,1,0,0,0,1.3
2023,1,9,5,0,0.9,0,0,0,1.3
2023,1,9,6,0,0.6000000000000001,0,0,0,1.2000000000000002
2023,1,9,7,0,0.5,0,0,0,0.9
2023,1,9,8,0,2.1,36,36,0,1.1
2023,1,9,9,0,3.4000000000000004,62,62,0,1.4000000000000001
2023,1,9,10,0,4.6000000000000005,65,347,788,1.8
2023,1,9,11,0,5.4,68,436,855,2.1
2023,1,9,12,0,6,67,471,886,2.4000000000000004
2023,1,9,13,0,6.2,65,448,882,2.7
2023,1,9,14,0,5.9,58,371,850,2.9000000000000004
2023,1,9,15,0,5,48,248,773,2.7
2023,1,9,16,0,2.5,30,94,554,2.4000000000000004
2023,1,9,17,0,1.2000000000000002,0,0,0,2.4000000000000004
2023,1,9,18,0,0.6000000000000001,0,0,0,2.4000000000000004
2023,1,9,19,0,0.2,0,0,0,2.3000000000000003
2023,1,9,20,0,-0.2,0,0,0,2.1
2023,1,9,21,0,-0.5,0,0,0,2.1
2023,1,9,22,0,-0.3,0,0,0,2.3000000000000003
2023,1,9,23,0,-0.3,0,0,0,2.4000000000000004
2023,1,10,0,0,-0.5,0,0,0,2.4000000000000004
2023,1,10,1,0,-0.6,0,0,0,2.3000000000000003
2023,1,10,2,0,-0.7,0,0,0,2.2
2023,1,10,3,0,-0.8,0,0,0,2.1
2023,1,10,4,0,-0.9,0,0,0,2.1
2023,1,10,5,0,-1,0,0,0,2
2023,1,10,6,0,-0.9,0,0,0,2.1
2023,1,10,7,0,-0.4,0,0,0,2.1
2023,1,10,8,0,1.4000000000000001,25,25,0,2.3000000000000003
2023,1,10,9,0,3.3000000000000003,60,60,0,2.2
2023,1,10,10,0,4.7,69,69,0,2.1
2023,1,10,11,0,5.2,75,75,0,2
2023,1,10,12,0,5.5,102,102,0,1.9000000000000001
2023,1,10,13,0,5.4,81,82,1,1.8
2023,1,10,14,0,4.9,61,62,1,1.4000000000000001
2023,1,10,15,0,4,8,8,0,1
2023,1,10,16,0,3,13,13,0,1.1
2023,1,10,17,0,2.6,0,0,0,1.1
2023,1,10,18,0,2.3000000000000003,0,0,0,1.1
2023,1,10,19,0,2.1,0,0,0,1.1
2023,1,10,20,0,1.9000000000000001,0,0,0,1.2000000000000002
2023,1,10,21,0,1.7000000000000002,0,0,0,1.3
2023,1,10,22,0,1.6,0,0,0,1.5
2023,1,10,23,0,1.3,0,0,0,1.6
2023,1,11,0,0,0.8,0,0,0,1.8
2023,1,11,1,0,0.2,0,0,0,1.9000000000000001
2023,1,11,2,0,-0.3,0,0,0,2
2023,1,11,3,0,-0.5,0,0,0,2.1
2023,1,11,4,0,-0.8,0,0,0,2.2
2023,1,11,5,0,-1,0,0,0,2.3000000000000003
2023,1,11,6,0,-1.3,0,0,0,2.2
2023,1,11,7,0,-1.3,0,0,0,2.1
2023,1,11,8,0,-0.1,24,24,0,2.3000000000000003
2023,1,11,9,0,1.2000000000000002,86,86,1,2.1
2023,1,11,10,0,2.6,153,155,8,1.7000000000000002
2023,1,11,11,0,3.5,182,185,6,1.4000000000000001
2023,1,11,12,0,3.8000000000000003,190,201,24,1.2000000000000002
2023,1,11,13,0,3.8000000000000003,212,244,72,1.2000000000000002
2023,1,11,14,0,3.4000000000000004,131,137,15,1.4000000000000001
2023,1,11,15,0,2.5,100,105,18,1.4000000000000001
2023,1,11,16,0,1.3,38,38,2,1.4000000000000001
2023,1,11,17,0,1.1,0,0,0,1.6
2023,1,11,18,0,1,0,0,0,1.7000000000000002
2023,1,11,19,0,0.30000000000000004,0,0,0,1.6
2023,1,11,20,0,-0.1,0,0,0,1.6
2023,1,11,21,0,-0.5,0,0,0,1.5
2023,1,11,22,0,-0.5,0,0,0,1.5
2023,1,11,23,0,-0.5,0,0,0,1.5
2023,1,12,0,0,-0.3,0,0,0,1.6
2023,1,12,1,0,0,0,0,0,1.7000000000000002
2023,1,12,2,0,0.4,0,0,0,1.8
2023,1,12,3,0,1.1,0,0,0,1.9000000000000001
2023,1,12,4,0,1.6,0,0,0,2
2023,1,12,5,0,2.1,0,0,0,2.1
2023,1,12,6,0,2.5,0,0,0,2.2
2023,1,12,7,0,2.9000000000000004,0,0,0,2.1
2023,1,12,8,0,4.3,16,16,0,2.1
2023,1,12,9,0,5.5,7,7,0,2
2023,1,12,10,0,6.5,41,41,0,2.1
2023,1,12,11,0,7.1000000000000005,29,29,0,2.1
2023,1,12,12,0,7.5,147,147,1,2
2023,1,12,13,0,8,120,122,5,2.1
2023,1,12,14,0,8.1,25,25,0,2.3000000000000003
2023,1,12,15,0,8.1,8,8,0,2.7
2023,1,12,16,0,8.1,13,13,0,2.9000000000000004
2023,1,12,17,0,8.5,0,0,0,3.1
2023,1,12,18,0,8.9,0,0,0,3.5
2023,1,12,19,0,9.3,0,0,0,3.5
2023,1,12,20,0,9.4,0,0,0,3.3000000000000003
2023,1,12,21,0,9.3,0,0,0,3.2
2023,1,12,22,0,9.4,0,0,0,3.3000000000000003
2023,1,12,23,0,9.600000000000001,0,0,0,3.5
2023,1,13,0,0,9.9,0,0,0,3.5
2023,1,13,1,0,10.200000000000001,0,0,0,3.6
2023,1,13,2,0,10.600000000000001,0,0,0,4.2
2023,1,13,3,0,10.700000000000001,0,0,0,4.3
2023,1,13,4,0,10.700000000000001,0,0,0,4.2
2023,1,13,5,0,10.700000000000001,0,0,0,4.2
2023,1,13,6,0,10.5,0,0,0,3.7
2023,1,13,7,0,10.4,0,0,0,3.6
2023,1,13,8,0,10.4,12,12,0,3.4000000000000004
2023,1,13,9,0,10.700000000000001,75,77,6,2.9000000000000004
2023,1,13,10,0,11.600000000000001,7,7,0,2.9000000000000004
2023,1,13,11,0,12,39,39,0,3
2023,1,13,12,0,11.5,186,209,48,2.7
2023,1,13,13,0,10.100000000000001,129,132,6,2.5
2023,1,13,14,0,8.5,100,101,4,2.4000000000000004
2023,1,13,15,0,6.9,40,40,0,3.2
2023,1,13,16,0,5.300000000000001,25,25,0,3.6
2023,1,13,17,0,4.2,0,0,0,3.5
2023,1,13,18,0,3.4000000000000004,0,0,0,3.5
2023,1,13,19,0,2.6,0,0,0,4
2023,1,13,20,0,1.9000000000000001,0,0,0,4.1000000000000005
2023,1,13,21,0,1.3,0,0,0,4
2023,1,13,22,0,1,0,0,0,4.2
2023,1,13,23,0,0.8,0,0,0,4.3
2023,1,14,0,0,0.6000000000000001,0,0,0,4.3
2023,1,14,1,0,0.5,0,0,0,4.4
2023,1,14,2,0,0.2,0,0,0,4.6000000000000005
2023,1,14,3,0,-0.2,0,0,0,4.5
2023,1,14,4,0,-0.5,0,0,0,4.4
2023,1,14,5,0,-0.8,0,0,0,4.3
2023,1,14,6,0,-1,0,0,0,4.2
2023,1,14,7,0,-1,0,0,0,4.1000000000000005
2023,1,14,8,0,-0.4,32,78,431,4.2
2023,1,14,9,0,0.6000000000000001,45,45,0,4.2
2023,1,14,10,0,1.5,93,93,0,4
2023,1,14,11,0,2.2,191,195,9,3.8000000000000003
2023,1,14,12,0,2.5,189,191,4,3.9000000000000004
2023,1,14,13,0,2.5,112,112,0,4.1000000000000005
2023,1,14,14,0,2.2,156,158,5,4.1000000000000005
2023,1,14,15,0,1.6,72,72,0,4.1000000000000005
2023,1,14,16,0,0.7000000000000001,31,31,0,4.1000000000000005
2023,1,14,17,0,0,0,0,0,4.1000000000000005
2023,1,14,18,0,-0.4,0,0,0,4.2
2023,1,14,19,0,-0.8,0,0,0,4.2
2023,1,14,20,0,-1.2,0,0,0,4.4
2023,1,14,21,0,-1.4,0,0,0,4.5
2023,1,14,22,0,-1.7,0,0,0,4.6000000000000005
2023,1,14,23,0,-1.9,0,0,0,4.6000000000000005
2023,1,15,0,0,-2.1,0,0,0,4.6000000000000005
2023,1,15,1,0,-2.3,0,0,0,4.6000000000000005
2023,1,15,2,0,-2.4,0,0,0,4.6000000000000005
2023,1,15,3,0,-2.6,0,0,0,4.6000000000000005
2023,1,15,4,0,-2.8,0,0,0,4.6000000000000005
2023,1,15,5,0,-2.8,0,0,0,4.4
2023,1,15,6,0,-2.8,0,0,0,4.3
2023,1,15,7,0,-2.5,0,0,0,4.3
2023,1,15,8,0,-1.4,29,81,484,4.6000000000000005
2023,1,15,9,0,0,48,235,739,4.800000000000001
2023,1,15,10,0,1.5,57,369,845,4.9
2023,1,15,11,0,2.8000000000000003,61,461,901,4.9
2023,1,15,12,0,3.7,62,495,919,4.9
2023,1,15,13,0,4,61,471,908,4.800000000000001
2023,1,15,14,0,3.8000000000000003,56,393,875,4.800000000000001
2023,1,15,15,0,2.9000000000000004,46,266,792,4.6000000000000005
2023,1,15,16,0,1.3,31,112,603,4.2
2023,1,15,17,0,0.30000000000000004,0,0,0,4.2
2023,1,15,18,0,-0.4,0,0,0,4.1000000000000005
2023,1,15,19,0,-1,0,0,0,3.9000000000000004
2023,1,15,20,0,-1.4,0,0,0,3.9000000000000004
2023,1,15,21,0,-1.7,0,0,0,3.8000000000000003
2023,1,15,22,0,-2,0,0,0,3.8000000000000003
2023,1,15,23,0,-2.3,0,0,0,3.8000000000000003
2023,1,16,0,0,-2.5,0,0,0,3.7
2023,1,16,1,0,-2.7,0,0,0,3.6
2023,1,16,2,0,-2.9,0,0,0,3.7
2023,1,16,3,0,-3.1,0,0,0,3.7
2023,1,16,4,0,-3.1,0,0,0,3.6
2023,1,16,5,0,-3.2,0,0,0,3.4000000000000004
2023,1,16,6,0,-3.1,0,0,0,3.3000000000000003
2023,1,16,7,0,-2.9,0,0,0,3.3000000000000003
2023,1,16,8,0,-1.7,25,82,531,3.6
2023,1,16,9,0,0.1,39,234,765,3.8000000000000003
2023,1,16,10,0,2,47,367,862,3.7
2023,1,16,11,0,3.8000000000000003,49,455,909,3.6
2023,1,16,12,0,5.1000000000000005,49,491,930,3.6
2023,1,16,13,0,5.800000000000001,50,470,923,3.5
2023,1,16,14,0,5.800000000000001,46,395,898,3.4000000000000004
2023,1,16,15,0,4.800000000000001,40,273,830,3
2023,1,16,16,0,2.5,28,118,654,2.7
2023,1,16,17,0,1.3,0,0,0,2.8000000000000003
2023,1,16,18,0,0.6000000000000001,0,0,0,2.8000000000000003
2023,1,16,19,0,0,0,0,0,2.7
2023,1,16,20,0,-0.4,0,0,0,2.6
2023,1,16,21,0,-0.7,0,0,0,2.6
2023,1,16,22,0,-0.9,0,0,0,2.5
2023,1,16,23,0,-1.1,0,0,0,2.4000000000000004
2023,1,17,0,0,-1.3,0,0,0,2.3000000000000003
2023,1,17,1,0,-1.3,0,0,0,2.1
2023,1,17,2,0,-1.1,0,0,0,2
2023,1,17,3,0,-1.2,0,0,0,1.8
2023,1,17,4,0,-1.6,0,0,0,1.7000000000000002
2023,1,17,5,0,-1.7,0,0,0,1.6
2023,1,17,6,0,-1.8,0,0,0,1.5
2023,1,17,7,0,-1.4,0,0,0,1.5
2023,1,17,8,0,0.1,51,53,13,1.7000000000000002
2023,1,17,9,0,1.5,122,168,180,1.2000000000000002
2023,1,17,10,0,2.8000000000000003,173,288,306,0.7000000000000001
2023,1,17,11,0,3.7,197,217,44,0.9
2023,1,17,12,0,4.1000000000000005,148,152,8,1
2023,1,17,13,0,4.3,86,86,1,1
2023,1,17,14,0,4.5,117,120,7,1.1
2023,1,17,15,0,4.3,67,68,0,1.2000000000000002
2023,1,17,16,0,2.7,14,14,0,1.2000000000000002
2023,1,17,17,0,2.4000000000000004,0,0,0,1.3
2023,1,17,18,0,2.4000000000000004,0,0,0,1.4000000000000001
2023,1,17,19,0,2.5,0,0,0,1.5
2023,1,17,20,0,2.9000000000000004,0,0,0,1.7000000000000002
2023,1,17,21,0,2.9000000000000004,0,0,0,1.8
2023,1,17,22,0,2,0,0,0,1.8
2023,1,17,23,0,1.6,0,0,0,1.7000000000000002
2023,1,18,0,0,1.6,0,0,0,1.8
2023,1,18,1,0,1.8,0,0,0,1.8
2023,1,18,2,0,2,0,0,0,2.1
2023,1,18,3,0,2.4000000000000004,0,0,0,2.5
2023,1,18,4,0,2.7,0,0,0,2.6
2023,1,18,5,0,3,0,0,0,2.6
2023,1,18,6,0,3.2,0,0,0,2.6
2023,1,18,7,0,3.4000000000000004,0,0,0,2.5
2023,1,18,8,0,4.2,28,28,0,2.6
2023,1,18,9,0,5.7,98,98,2,2.5
2023,1,18,10,0,7.5,64,366,801,2.7
2023,1,18,11,0,8.8,209,219,21,2.9000000000000004
2023,1,18,12,0,9.5,74,491,868,3
2023,1,18,13,0,9.700000000000001,177,178,2,3
2023,1,18,14,0,9.4,70,388,801,2.9000000000000004
2023,1,18,15,0,8.5,61,263,703,2.7
2023,1,18,16,0,7,41,112,490,2.3000000000000003
2023,1,18,17,0,5.800000000000001,0,0,0,2.3000000000000003
2023,1,18,18,0,4.9,0,0,0,2.3000000000000003
2023,1,18,19,0,3.9000000000000004,0,0,0,2.2
2023,1,18,20,0,3.3000000000000003,0,0,0,2.2
2023,1,18,21,0,3.1,0,0,0,2.3000000000000003
2023,1,18,22,0,2.2,0,0,0,2.1
2023,1,18,23,0,1.8,0,0,0,2
2023,1,19,0,0,1.1,0,0,0,1.7000000000000002
2023,1,19,1,0,1,0,0,0,1.6
2023,1,19,2,0,1,0,0,0,1.5
2023,1,19,3,0,1,0,0,0,1.4000000000000001
2023,1,19,4,0,0.6000000000000001,0,0,0,1.4000000000000001
2023,1,19,5,0,1.2000000000000002,0,0,0,1.4000000000000001
2023,1,19,6,0,1.6,0,0,0,1.3
2023,1,19,7,0,2,0,0,0,1.1
2023,1,19,8,0,2.8000000000000003,14,14,0,1
2023,1,19,9,0,3.8000000000000003,39,39,0,1.1
2023,1,19,10,0,4.1000000000000005,18,18,0,1.3
2023,1,19,11,0,3.8000000000000003,26,26,0,1.5
2023,1,19,12,0,3.5,14,14,0,1.8
2023,1,19,13,0,3.3000000000000003,19,19,0,1.9000000000000001
2023,1,19,14,0,3.3000000000000003,8,8,0,2.2
2023,1,19,15,0,3.3000000000000003,8,8,0,2.5
2023,1,19,16,0,3.5,9,9,0,2.7
2023,1,19,17,0,3.7,0,0,0,2.7
2023,1,19,18,0,4,0,0,0,2.4000000000000004
2023,1,19,19,0,4.2,0,0,0,1.9000000000000001
2023,1,19,20,0,4.2,0,0,0,1.3
2023,1,19,21,0,3.9000000000000004,0,0,0,0.9
2023,1,19,22,0,3.4000000000000004,0,0,0,1.8
2023,1,19,23,0,2.7,0,0,0,2.4000000000000004
2023,1,20,0,0,1.8,0,0,0,2.1
2023,1,20,1,0,1.2000000000000002,0,0,0,1.8
2023,1,20,2,0,1,0,0,0,1.7000000000000002
2023,1,20,3,0,1,0,0,0,1.8
2023,1,20,4,0,1.1,0,0,0,1.6
2023,1,20,5,0,1.5,0,0,0,1.7000000000000002
2023,1,20,6,0,1.9000000000000001,0,0,0,2.1
2023,1,20,7,0,2.3000000000000003,0,0,0,2.5
2023,1,20,8,0,3.6,35,82,414,2.7
2023,1,20,9,0,5.1000000000000005,63,234,647,2.9000000000000004
2023,1,20,10,0,6.4,75,371,776,3.3000000000000003
2023,1,20,11,0,7.2,93,454,791,3.6
2023,1,20,12,0,7.4,99,99,0,3.7
2023,1,20,13,0,7.2,229,240,23,3.7
2023,1,20,14,0,6.7,205,246,101,3.7
2023,1,20,15,0,6,172,196,79,3.5
2023,1,20,16,0,5.2,62,62,1,3.2
2023,1,20,17,0,4.6000000000000005,0,0,0,3.1
2023,1,20,18,0,4.2,0,0,0,3
2023,1,20,19,0,3.6,0,0,0,2.8000000000000003
2023,1,20,20,0,2.9000000000000004,0,0,0,2.6
2023,1,20,21,0,2.4000000000000004,0,0,0,2.6
2023,1,20,22,0,2.1,0,0,0,2.7
2023,1,20,23,0,1.6,0,0,0,2.5
2023,1,21,0,0,1,0,0,0,2.4000000000000004
2023,1,21,1,0,0.4,0,0,0,2.3000000000000003
2023,1,21,2,0,0.1,0,0,0,2.3000000000000003
2023,1,21,3,0,-0.3,0,0,0,2.3000000000000003
2023,1,21,4,0,-0.7,0,0,0,2.3000000000000003
2023,1,21,5,0,-0.9,0,0,0,2.4000000000000004
2023,1,21,6,0,-1,0,0,0,2.4000000000000004
2023,1,21,7,0,-0.5,0,0,0,2.5
2023,1,21,8,0,1.3,19,19,0,2.8000000000000003
2023,1,21,9,0,2.8000000000000003,78,78,0,3.2
2023,1,21,10,0,3.7,117,117,0,3.1
2023,1,21,11,0,4.2,275,331,120,2.8000000000000003
2023,1,21,12,0,4.4,180,180,1,2.4000000000000004
2023,1,21,13,0,4.6000000000000005,93,93,0,2.2
2023,1,21,14,0,4.5,126,126,0,1.9000000000000001
