,T2M,RH2M,WS2M,ALLSKY_SFC_SW_DWN,Feel_Factor,,T2M: Air temperature at 2 meters (°C)
1/1/2020 0:00,3.49,83.66,5.61,0,3.357468700000002,,RH2M: Relative humidity at 2 meters (%)
1/1/2020 1:00,3.21,83.71,5.69,0,3.0835275500000012,,WS2M: Wind speed at 2 meters (m/s)
1/1/2020 2:00,2.89,85.02,5.68,0,2.710547900000001,,ALLSKY_SFC_SW_DWN: Surface all-sky downward shortwave radiation (W/m²)
1/1/2020 3:00,2.59,85.97,5.69,0,2.371035150000001,,
1/1/2020 4:00,2.39,85.88,5.86,0,2.1584626000000013,,
1/1/2020 5:00,2.28,83.02,6.05,0,2.211225800000001,,
1/1/2020 6:00,2.28,80.59,6.2,0,2.3445461000000005,,
1/1/2020 7:00,2.2,79.96,6.27,8.18,2.3017060000000016,,
1/1/2020 8:00,2.63,78.27,6.61,75.55,2.7266430500000007,,
1/1/2020 9:00,3.19,73.6,7.03,189.98,3.426212000000001,,
1/1/2020 10:00,3.51,70.94,7.2,279.52,3.8265317000000003,,
1/1/2020 11:00,3.8,69.06,7.18,266.3,4.184819,,
1/1/2020 12:00,4.02,67.38,7.16,239.77,4.4682168,,
1/1/2020 13:00,4.07,66.77,7.06,142.48,4.564238950000001,,
1/1/2020 14:00,4.02,67.44,6.87,127.57,4.522758400000001,,
1/1/2020 15:00,3.81,69.1,6.47,50.2,4.332765500000001,,
1/1/2020 16:00,3.04,73.23,5.89,10.38,3.549313100000001,,
1/1/2020 17:00,2.56,74.74,5.64,0,3.090824200000001,,
1/1/2020 18:00,2.25,75.8,5.42,0,2.7964750000000014,,
1/1/2020 19:00,1.98,75.95,5.13,0,2.6100830000000004,,
1/1/2020 20:00,1.76,75.79,4.86,0,2.4843947000000006,,
1/1/2020 21:00,1.58,75.14,4.55,0,2.436551600000001,,
1/1/2020 22:00,1.49,75.16,4.47,0,2.373426200000001,,
1/1/2020 23:00,1.45,75.63,4.59,0,2.281156750000001,,
1/2/2020 0:00,1.43,76.24,4.62,0,2.2139876000000007,,
1/2/2020 1:00,1.43,76.99,4.55,0,2.174073850000001,,
1/2/2020 2:00,1.35,79.63,4.28,0,1.9672602500000014,,
1/2/2020 3:00,1.42,81.16,4.24,0,1.927349600000001,,
1/2/2020 4:00,1.57,81.96,4.33,0,1.9869146000000009,,
1/2/2020 5:00,1.66,83.08,4.33,0,1.9888904000000012,,
1/2/2020 6:00,1.76,84.38,4.27,0,2.000493400000001,,
1/2/2020 7:00,2.02,85.15,4.29,12.62,2.1813040000000004,,
1/2/2020 8:00,3.01,83.04,4.5,126.03,3.1817872,,
1/2/2020 9:00,4.09,81.12,4.49,262.15,4.272974400000001,,
1/2/2020 10:00,5.49,79.11,4.67,369.83,5.591203950000001,,
1/2/2020 11:00,6.87,74.61,4.95,438.12,6.94549135,,
1/2/2020 12:00,7.61,72.73,5.03,300.75,7.6373966499999995,,
1/2/2020 13:00,7.88,73.95,4.74,259.98,7.880480499999999,,
1/2/2020 14:00,7.54,79.07,3.7,178.45,7.6012004000000015,,
1/2/2020 15:00,6.95,83.11,3.61,82.28,6.929357250000001,,
1/2/2020 16:00,6.19,87.57,3.92,11.57,5.974113150000002,,
1/2/2020 17:00,6.18,90.67,4.05,0,5.7969408,,
1/2/2020 18:00,6.26,92.86,4.11,0,5.7615848,,
1/2/2020 19:00,6.34,93.87,4.34,0,5.7471144,,
1/2/2020 20:00,6.36,94.23,4.45,0,5.7283229,,
1/2/2020 21:00,6.3,94.77,4.27,0,5.681873000000001,,
1/2/2020 22:00,6.17,95.11,4.02,0,5.590035350000001,,
1/2/2020 23:00,6.13,95.18,3.89,0,5.5738886999999995,,
1/3/2020 0:00,6.08,95.93,3.72,0,5.5244817,,
1/3/2020 1:00,5.81,97.81,3.38,0,5.23867105,,
1/3/2020 2:00,6.09,97.43,4.16,0,5.37687535,,
1/3/2020 3:00,6.35,94.95,4.61,0,5.654366250000001,,
1/3/2020 4:00,5.98,95.78,3.52,0,5.473749200000001,,
1/3/2020 5:00,5.85,96.62,3.16,0,5.3788035,,
1/3/2020 6:00,5.89,97.35,3.26,0,5.36349075,,
1/3/2020 7:00,6.12,97.27,3.29,4.18,5.587825700000001,,
1/3/2020 8:00,6.59,96.24,2.85,41.83,6.183578800000001,,
1/3/2020 9:00,7.07,95.25,3.05,90.62,6.654108750000001,,
1/3/2020 10:00,7.39,95.14,3.16,93.12,6.9480503,,
1/3/2020 11:00,7.62,95.28,3.37,109.15,7.1246048,,
1/3/2020 12:00,7.76,95.28,3.01,81.12,7.3329704,,
1/3/2020 13:00,7.98,94.84,2.19,73.12,7.727037600000002,,
1/3/2020 14:00,8.13,94.48,1.72,42.38,7.979393200000001,,
1/3/2020 15:00,8.05,95.61,1.19,30.55,7.967735250000002,,
1/3/2020 16:00,7.72,96.43,1.06,6.22,7.641125300000001,,
1/3/2020 17:00,7.55,97.15,1.21,0,7.41694125,,
1/3/2020 18:00,7.51,97.4,1.84,0,7.241957,,
1/3/2020 19:00,7.53,97.44,1.81,0,7.2661376,,
1/3/2020 20:00,7.45,97.8,1.66,0,7.203305000000001,,
1/3/2020 21:00,7.4,97.77,1.27,0,7.233081500000001,,
1/3/2020 22:00,7.54,96.94,0.95,0,7.4671368000000005,,
1/3/2020 23:00,7.8,95.46,0.53,0,7.861299000000001,,
1/4/2020 0:00,7.66,95.68,0.26,0,7.7705184,,
1/4/2020 1:00,7.48,96.21,0.53,0,7.520331900000001,,
1/4/2020 2:00,7.58,95.72,0.24,0,7.6948968,,
1/4/2020 3:00,7.36,97.22,0.77,0,7.315170600000001,,
1/4/2020 4:00,7.19,98.57,1.02,0,7.0434931500000015,,
1/4/2020 5:00,7.09,99.5,1.2,0,6.8703775,,
1/4/2020 6:00,7.09,99.97,1.34,0,6.823222650000001,,
1/4/2020 7:00,7.24,100,1.73,5.38,6.894000000000001,,
1/4/2020 8:00,7.93,98.58,2.24,15.05,7.5333117,,
1/4/2020 9:00,8.53,97.67,2.52,30.05,8.10250555,,
1/4/2020 10:00,8.9,97.14,2.42,33.17,8.504088000000001,,
1/4/2020 11:00,9.2,96.26,2.37,56.45,8.835021,,
1/4/2020 12:00,9.44,95.38,2.3,107.22,9.1085746,,
1/4/2020 13:00,9.63,94.86,2.16,75.75,9.3356749,,
1/4/2020 14:00,9.68,94.89,1.97,60.97,9.4214661,,
1/4/2020 15:00,9.41,96.31,1.44,16.2,9.225301550000001,,
1/4/2020 16:00,8.96,97.18,1.59,7.3,8.727925400000002,,
1/4/2020 17:00,8.91,96.83,1.9,0,8.627461649999999,,
1/4/2020 18:00,8.76,95,2.79,0,8.35985,,
1/4/2020 19:00,7.93,92,4.5,0,7.31908,,
1/4/2020 20:00,6.48,89.95,6.56,0,5.611305500000001,,
1/4/2020 21:00,5.59,90.37,6.84,0,4.69391815,,
1/4/2020 22:00,5.25,89.47,7.14,0,4.357713750000001,,
1/4/2020 23:00,4.65,89.37,7.5,0,3.7258802500000012,,
1/5/2020 0:00,4.07,88.65,7.86,0,3.149092750000001,,
1/5/2020 1:00,3.83,85.46,7.95,0,3.0932799000000015,,
1/5/2020 2:00,3.7,83.1,7.95,0,3.1138600000000016,,
1/5/2020 3:00,3.62,82.03,8.07,0,3.081324800000001,,
1/5/2020 4:00,3.48,81.3,8.27,0,2.9594070000000015,,
1/5/2020 5:00,3.22,81.03,8.33,0,2.7308988000000003,,
1/5/2020 6:00,2.85,81.14,8.19,0,2.420454500000001,,
1/5/2020 7:00,2.69,80.42,8.14,8.6,2.3338189000000007,,
1/5/2020 8:00,3.13,77.61,8.15,80.55,2.9001586500000007,,
1/5/2020 9:00,3.79,72.93,8.45,186.52,3.6945583500000008,,
1/5/2020 10:00,4.26,69.62,8.6,314.05,4.2510016,,
1/5/2020 11:00,4.64,67.01,8.61,289.23,4.7070477,,
1/5/2020 12:00,4.93,65.29,8.57,325.3,5.04296085,,
1/5/2020 13:00,5.14,64.36,8.4,260.02,5.2947472,,
1/5/2020 14:00,5.08,64.5,8.03,196.05,5.313255000000001,,
1/5/2020 15:00,4.72,66.03,7.51,89.05,5.045246300000001,,
1/5/2020 16:00,4.06,69.25,6.86,12.95,4.453665000000001,,
1/5/2020 17:00,3.53,71.55,6.37,0,3.9725307500000007,,
1/5/2020 18:00,3.02,73.37,5.67,0,3.5674182000000005,,
1/5/2020 19:00,2.52,74.47,5,0,3.202171700000001,,
1/5/2020 20:00,2.19,75.11,4.68,0,2.9391774500000007,,
1/5/2020 21:00,2.5,75.24,4.5,0,3.2341600000000015,,
1/5/2020 22:00,2.63,74.95,4.01,0,3.46338925,,
1/5/2020 23:00,2.64,75.98,4.12,0,3.382824600000001,,
1/6/2020 0:00,2.49,80.13,4.53,0,2.896512850000001,,
1/6/2020 1:00,2.18,83.53,4.3,0,2.436007200000001,,
1/6/2020 2:00,2.01,83.38,3.76,0,2.3997109000000014,,
1/6/2020 3:00,2.02,82.59,3.67,0,2.4810224000000005,,
1/6/2020 4:00,2.02,82.11,3.83,0,2.481969600000001,,
1/6/2020 5:00,2.04,82.45,4.05,0,2.4327015000000007,,
1/6/2020 6:00,2.13,82.58,4.44,0,2.4271697000000003,,
1/6/2020 7:00,2.45,82.28,4.97,6.95,2.6303930000000006,,
1/6/2020 8:00,3.18,81.34,5.62,83.22,3.217771600000001,,
1/6/2020 9:00,3.74,81.06,5.94,199,3.6728692000000005,,
1/6/2020 10:00,4.53,79.95,6,325.83,4.4294417500000005,,
1/6/2020 11:00,5.52,78.16,6.07,384.7,5.3846776,,
1/6/2020 12:00,6.41,75.65,6.11,272.08,6.2714532499999995,,
1/6/2020 13:00,6.94,71.15,6.1,230,6.919583,,
1/6/2020 14:00,7.01,68.58,5.69,178.05,7.166346900000001,,
1/6/2020 15:00,6.72,69.34,5.27,110.68,6.977941400000001,,
1/6/2020 16:00,5.59,71.99,5,20.67,5.962630050000001,,
1/6/2020 17:00,4.99,72.13,4.92,0,5.463740350000001,,
1/6/2020 18:00,4.77,71.37,4.78,0,5.346134449999999,,
1/6/2020 19:00,4.62,72.7,4.86,0,5.131482,,
1/6/2020 20:00,4.37,77.48,5.08,0,4.6087018,,
1/6/2020 21:00,3.97,81.69,5.41,0,3.9484236500000014,,
1/6/2020 22:00,3.55,83.95,5.51,0,3.41461125,,
1/6/2020 23:00,3.36,83.42,5.61,0,3.2538566000000007,,
1/7/2020 0:00,3.28,82.45,5.78,0,3.2070104999999995,,
1/7/2020 1:00,3.04,82.83,5.72,0,2.9782251000000013,,
1/7/2020 2:00,2.72,82.36,5.41,0,2.780895600000001,,
1/7/2020 3:00,2.56,81.76,5.21,0,2.7158208000000004,,
1/7/2020 4:00,2.46,82.58,4.81,0,2.651552400000001,,
1/7/2020 5:00,2.45,82.42,4.36,0,2.743114500000001,,
1/7/2020 6:00,2.42,81.7,3.83,0,2.8698520000000007,,
1/7/2020 7:00,2.57,80.17,3.23,5.85,3.2251454500000007,,
1/7/2020 8:00,3.26,76.97,2.47,52.78,4.189714600000001,,
1/7/2020 9:00,3.84,71.44,1.57,152.05,5.2004728,,
1/7/2020 10:00,4.49,67.26,0.91,224.02,6.1105007,,
1/7/2020 11:00,5.37,61.02,0.92,182.12,7.1433807,,
1/7/2020 12:00,5.71,59.17,1.56,232.62,7.37192635,,
1/7/2020 13:00,5.75,63.01,2.37,226.32,7.05614375,,
1/7/2020 14:00,5.75,67.92,2.74,115,6.745850000000001,,
1/7/2020 15:00,5.48,71.3,3.05,49.05,6.293807000000001,,
1/7/2020 16:00,5.26,72.9,3.25,9.52,5.987221999999999,,
1/7/2020 17:00,4.99,76.11,3.35,0,5.569566450000001,,
1/7/2020 18:00,4.31,83.68,3.68,0,4.4886544,,
1/7/2020 19:00,3.5,90.6,4.21,0,3.2267000000000006,,
1/7/2020 20:00,2.95,93.3,4.65,0,2.4456175000000004,,
1/7/2020 21:00,2.55,94.21,4.62,0,2.0065477500000015,,
1/7/2020 22:00,2.36,93.04,4.24,0,1.976719200000001,,
1/7/2020 23:00,2.05,91.72,4.22,0,1.7729730000000004,,
1/8/2020 0:00,2.18,90.44,4.78,0,1.8717856000000013,,
1/8/2020 1:00,1.96,91.66,5.12,0,1.511209800000001,,
1/8/2020 2:00,1.69,92.78,5.36,0,1.1266851000000004,,
1/8/2020 3:00,1.55,91.37,5.52,0,1.0606717500000011,,
1/8/2020 4:00,1.46,90.56,5.89,0,0.9590368000000011,,
1/8/2020 5:00,1.27,91.85,6.04,0,0.6550347500000013,,
1/8/2020 6:00,1.38,92.09,6.29,0,0.6927856000000001,,
1/8/2020 7:00,1.49,90.63,6.14,9.82,0.9324703500000016,,
1/8/2020 8:00,2.01,87.55,6.21,99.43,1.6232527500000007,,
1/8/2020 9:00,2.61,86.29,6.66,239.12,2.1745654500000002,,
1/8/2020 10:00,3.23,85.08,7.54,361.27,2.646816200000001,,
1/8/2020 11:00,4.05,80.64,8.54,396.25,3.4547160000000003,,
1/8/2020 12:00,4.63,72.49,9.31,351.67,4.2613803500000005,,
1/8/2020 13:00,4.68,64.33,9.42,288.83,4.7225367,,
1/8/2020 14:00,4.47,57.85,9.39,219.2,4.917204750000001,,
1/8/2020 15:00,3.69,58.37,9.38,109.28,4.289111650000001,,
1/8/2020 16:00,2.67,62.88,8.98,20.52,3.2892128000000005,,
1/8/2020 17:00,1.93,66.43,8.72,0,2.5068619500000007,,
1/8/2020 18:00,1.36,69.82,8.4,0,1.861108600000001,,
1/8/2020 19:00,0.93,72.38,8.11,0,1.3694187000000015,,
1/8/2020 20:00,0.56,72.11,7.88,0,1.1223263000000006,,
1/8/2020 21:00,0.18,70.48,7.66,0,0.9729952000000011,,
1/8/2020 22:00,0,69.57,7.53,0,0.920792500000001,,
1/8/2020 23:00,-0.31,69.24,7.72,0,0.6515558000000015,,
1/9/2020 0:00,-0.83,69.19,7.75,0,0.21774515000000094,,
1/9/2020 1:00,-1.51,70.88,7.5,0,-0.4458384,,
1/9/2020 2:00,-2.07,72.77,7.2,0,-1.02839395,,
1/9/2020 3:00,-2.43,75.07,6.86,0,-1.48064305,,
1/9/2020 4:00,-2.59,76.5,6.57,0,-1.6951175,,
1/9/2020 5:00,-2.64,77.26,6.25,0,-1.7463002,,
1/9/2020 6:00,-2.67,78.22,5.81,0,-1.7752057,,
1/9/2020 7:00,-2.63,78.39,5.37,14.68,-1.66801385,,
1/9/2020 8:00,-2.19,74.65,5.26,137.45,-0.91499675,,
1/9/2020 9:00,-1.71,71.47,4.73,290.88,-0.11240785,,
1/9/2020 10:00,-1.16,67.4,4.05,408.25,0.8378380000000003,,
1/9/2020 11:00,-0.63,63.04,3.34,474.77,1.7776264000000013,,
1/9/2020 12:00,-0.12,58.48,2.66,435.48,2.6866232000000005,,
1/9/2020 13:00,0.18,53.88,1.83,383.77,3.446411200000001,,
1/9/2020 14:00,0.24,50.15,1.03,276.02,3.943735500000001,,
1/9/2020 15:00,0.17,50.69,0.42,134.85,3.972367650000001,,
1/9/2020 16:00,-0.05,54.01,0.58,16.75,3.5143497500000014,,
1/9/2020 17:00,0.15,57,1.23,0,3.2977750000000006,,
1/9/2020 18:00,0.55,59.58,1.74,0,3.3032245000000007,,
1/9/2020 19:00,0.97,61.6,2.24,0,3.3795360000000003,,
1/9/2020 20:00,1.41,63.36,2.76,0,3.495896800000001,,
1/9/2020 21:00,1.88,65.27,3.32,0,3.6266093000000015,,
1/9/2020 22:00,2.28,68.26,3.85,0,3.643245400000001,,
1/9/2020 23:00,2.59,72.15,4.33,0,3.5483142500000002,,
1/10/2020 0:00,2.87,75.77,4.77,0,3.4658719500000013,,
1/10/2020 1:00,3.18,78.41,4.99,0,3.5261934000000013,,
1/10/2020 2:00,3.54,80.2,5.05,0,3.7235440000000004,,
1/10/2020 3:00,3.8,82.81,5,0,3.8116315000000007,,
1/10/2020 4:00,4,85.67,4.91,0,3.845557500000001,,
1/10/2020 5:00,4.24,88.22,4.85,0,3.9347454000000015,,
1/10/2020 6:00,4.45,90.67,4.81,0,4.003715750000001,,
1/10/2020 7:00,4.78,92.03,4.99,9.2,4.208076200000001,,
1/10/2020 8:00,5.54,90.58,5.3,38.6,4.9442176,,
1/10/2020 9:00,6.34,90.2,5.38,100.28,5.703824000000001,,
1/10/2020 10:00,7.11,90.58,5.83,133.2,6.3268759,,
1/10/2020 11:00,7.7,91.13,5.39,187.7,6.953738,,
1/10/2020 12:00,8.22,91.78,4.46,239.75,7.611918800000001,,
1/10/2020 13:00,8.77,91.84,4.25,258.45,8.1771624,,
1/10/2020 14:00,8.93,93.24,3.99,180.88,8.3390926,,
1/10/2020 15:00,8.58,95.74,3.81,99.07,7.956705599999999,,
1/10/2020 16:00,7.69,100,3.82,18.65,6.926000000000001,,
1/10/2020 17:00,7.46,100,4.12,0,6.636000000000001,,
1/10/2020 18:00,7.39,100,4.27,0,6.5360000000000005,,
1/10/2020 19:00,7.25,100,4.28,0,6.394000000000001,,
1/10/2020 20:00,7.3,100,4.28,0,6.444000000000001,,
1/10/2020 21:00,7.55,99.73,4.27,0,6.706320750000001,,
1/10/2020 22:00,7.79,99.16,4.25,0,6.971000200000001,,
1/10/2020 23:00,7.95,98.94,4.37,0,7.114186500000001,,
1/11/2020 0:00,7.85,99.41,4.71,0,6.92957925,,
1/11/2020 1:00,8.03,98.51,5.14,0,7.055021649999999,,
1/11/2020 2:00,8.1,98.34,5.31,0,7.096431999999999,,
1/11/2020 3:00,8.56,96.91,5.92,0,7.476950300000001,,
1/11/2020 4:00,9.06,95.65,5.89,0,8.012152,,
1/11/2020 5:00,9.4,95.34,5.89,0,8.352713000000001,,
1/11/2020 6:00,9.34,96.19,5.62,0,8.3241278,,
1/11/2020 7:00,8.87,97.95,5.33,8,7.8674782500000005,,
1/11/2020 8:00,9.19,96.99,5.67,87.53,8.14390705,,
1/11/2020 9:00,10.19,94.22,6.35,164.95,9.0570149,,
1/11/2020 10:00,11.39,91.92,7.21,268.98,10.0862084,,
1/11/2020 11:00,12.09,90.89,7.18,313.85,10.77475305,,
1/11/2020 12:00,12.09,91.66,6.98,322.98,10.8045467,,
1/11/2020 13:00,11.82,92.37,6.96,267.85,10.540466200000001,,
1/11/2020 14:00,11.45,93.25,6.7,220.25,10.22323125,,
1/11/2020 15:00,11.03,94.46,6.73,105.28,9.7897309,,
1/11/2020 16:00,10.9,94.61,7.07,15.32,9.592722,,
1/11/2020 17:00,10.48,95.84,7.11,0,9.1499776,,
1/11/2020 18:00,10.09,96.75,7.01,0,8.766828749999998,,
1/11/2020 19:00,10.08,96.71,6.85,0,8.789979899999999,,
1/11/2020 20:00,10.5,96.33,7.16,0,9.14874,,
1/11/2020 21:00,10.87,96.53,7.56,0,9.427278549999999,,
1/11/2020 22:00,10.84,97.48,7.68,0,9.3547276,,
1/11/2020 23:00,10.81,97.86,7.79,0,9.2954313,,
1/12/2020 0:00,11.01,97.59,8.23,0,9.410259949999999,,
1/12/2020 1:00,11.75,96.71,9.14,0,9.97176125,,
1/12/2020 2:00,12.81,95.66,10.6,0,10.730340300000002,,
1/12/2020 3:00,12.84,96.28,10.81,0,10.711963599999999,,
1/12/2020 4:00,13.14,96.06,12.11,0,10.7474712,,
1/12/2020 5:00,14.04,94.35,13.61,0,11.3322945,,
1/12/2020 6:00,14.54,94.17,11.46,0,12.2467174,,
1/12/2020 7:00,14.58,88.49,8.95,8.7,12.7849356,,
1/12/2020 8:00,13.86,80.34,7.16,97.47,12.4972032,,
1/12/2020 9:00,13.58,77.05,6.42,208,12.412127,,
1/12/2020 10:00,14.04,74.46,6.63,329.88,12.778616199999998,,
1/12/2020 11:00,14.33,71.73,7.23,445.58,12.91043245,,
1/12/2020 12:00,14.1,70.71,7.26,440.77,12.712438,,
1/12/2020 13:00,13.61,70.96,6.29,412.23,12.4941508,,
1/12/2020 14:00,13.15,71.59,5.37,315,12.286944250000001,,
1/12/2020 15:00,12.49,74.17,4.42,170.48,11.89155065,,
1/12/2020 16:00,11.33,77.86,3.75,29,10.9660109,,
1/12/2020 17:00,10.54,79.11,3.76,0,10.242984199999999,,
1/12/2020 18:00,9.7,80.82,3.77,0,9.452352,,
1/12/2020 19:00,8.62,83.24,3.48,0,8.4660184,,
1/12/2020 20:00,7.67,83.75,3.26,0,7.628431250000001,,
1/12/2020 21:00,6.89,80.5,3.75,0,6.9561725,,
1/12/2020 22:00,6.11,79.42,4.31,0,6.197664100000001,,
1/12/2020 23:00,5.54,81.57,4.69,0,5.510230400000001,,
1/13/2020 0:00,5.05,82.14,4.94,0,4.9902735,,
1/13/2020 1:00,4.51,82.36,5.09,0,4.461229800000001,,
1/13/2020 2:00,4.05,81.23,5.03,0,4.1228057499999995,,
1/13/2020 3:00,3.91,81,4.79,0,4.058655000000001,,
1/13/2020 4:00,3.96,82.11,4.81,0,4.035083300000001,,
1/13/2020 5:00,4.12,85.01,4.89,0,3.9977791000000007,,
1/13/2020 6:00,4.44,88.22,4.75,0,4.141787400000001,,
1/13/2020 7:00,4.93,91.48,4.5,9.68,4.478450199999999,,
1/13/2020 8:00,5.91,92.68,4.33,49.33,5.3898334000000006,,
1/13/2020 9:00,6.74,93.52,4.09,99.18,6.198566400000001,,
1/13/2020 10:00,7.57,93.7,3.41,145.85,7.1281245,,
1/13/2020 11:00,8.11,94.35,2.28,155.25,7.85256925,,
1/13/2020 12:00,8.22,95.46,1.7,146.9,8.036811600000002,,
1/13/2020 13:00,8.12,96.35,1.59,136.45,7.9300785000000005,,
1/13/2020 14:00,7.95,96.7,1.8,124.38,7.7088825000000005,,
1/13/2020 15:00,7.7,96.97,2.16,49.53,7.381322,,
1/13/2020 16:00,7.41,97.2,2.2,10.6,7.079186,,
1/13/2020 17:00,7.13,97.21,2.47,0,6.7490926500000015,,
1/13/2020 18:00,6.89,96.74,2.68,0,6.490447300000001,,
1/13/2020 19:00,6.63,96.36,2.63,0,6.2615574,,
1/13/2020 20:00,6.23,96.51,2.58,0,5.872742650000001,,
1/13/2020 21:00,5.74,96.27,2.5,0,5.419711400000001,,
1/13/2020 22:00,5.55,93.73,2.42,0,5.374640750000001,,
1/13/2020 23:00,5.23,94.32,2.53,0,5.013594800000002,,
1/14/2020 0:00,4.73,96.11,2.61,0,4.41702915,,
1/14/2020 1:00,4.37,97.61,2.57,0,3.989158850000001,,
1/14/2020 2:00,4.15,98.54,2.76,0,3.6811105000000013,,
1/14/2020 3:00,4.01,98.86,2.96,0,3.4837723000000005,,
1/14/2020 4:00,4.05,98.15,3.13,0,3.5303287500000002,,
1/14/2020 5:00,4.08,97.55,3.21,0,3.5784095000000016,,
1/14/2020 6:00,4.13,96.86,2.87,0,3.735089900000001,,
1/14/2020 7:00,4.28,96.45,2.95,5.55,3.8895455000000005,,
1/14/2020 8:00,4.61,95.35,3.64,21.8,4.134936750000001,,
1/14/2020 9:00,5.23,93.5,4.06,54.15,4.7494025,,
1/14/2020 10:00,6.15,89.62,3.73,85.2,5.880701500000001,,
1/14/2020 11:00,6.86,86.03,3.75,96.53,6.6970194,,
1/14/2020 12:00,7.23,84.54,3.63,144.05,7.122168100000001,,
1/14/2020 13:00,7.58,84.02,3.32,98.45,7.524198800000001,,
1/14/2020 14:00,7.41,86.41,2.79,41.53,7.381942050000001,,
1/14/2020 15:00,6.81,91.75,4.05,22.77,6.3489337500000005,,
1/14/2020 16:00,6.64,94.58,4.16,11.1,6.042306600000001,,
1/14/2020 17:00,6.76,94.67,3.52,0,6.282898100000001,,
1/14/2020 18:00,6.89,95.29,3.5,0,6.38713705,,
1/14/2020 19:00,6.99,96.08,2.97,0,6.557915600000001,,
1/14/2020 20:00,7.09,96.69,2.01,0,6.822899050000001,,
1/14/2020 21:00,7.25,97.07,1.19,0,7.12883375,,
1/14/2020 22:00,7.34,97.07,0.75,0,7.3053834,,
1/14/2020 23:00,7.1,98.34,0.93,0,6.981562,,
1/15/2020 0:00,6.76,99.66,1.58,0,6.458473800000001,,
1/15/2020 1:00,6.51,99.87,2.37,0,6.04171285,,
1/15/2020 2:00,6.27,99.31,3.13,0,5.67523285,,
1/15/2020 3:00,5.82,98.56,3.92,0,5.104745600000001,,
1/15/2020 4:00,5.42,98.29,4.49,0,4.6073974,,
1/15/2020 5:00,5.42,98.02,5.12,0,4.494881200000001,,
1/15/2020 6:00,5.34,97.93,5.22,0,4.400286600000001,,
1/15/2020 7:00,4.91,97.94,4.92,13.25,4.034654700000001,,
1/15/2020 8:00,5.72,92.07,4.96,131.62,5.1109397,,
1/15/2020 9:00,6.87,81.12,4.78,273.73,6.7062992,,
1/15/2020 10:00,7.57,69.96,4.46,408,7.822974600000001,,
1/15/2020 11:00,7.92,66.88,3.69,475.75,8.380612800000002,,
1/15/2020 12:00,8.28,65.81,3.45,480.75,8.7596399,,
1/15/2020 13:00,8.57,65.81,3.33,429.85,9.01910685,,
1/15/2020 14:00,8.71,67.06,2.76,324.25,9.206974300000002,,
1/15/2020 15:00,8.51,73.53,1.81,159.6,9.02005415,,
1/15/2020 16:00,7.73,77.24,1.24,32.83,8.329468600000002,,
1/15/2020 17:00,7.9,73.3,0.77,0,8.71521,,
1/15/2020 18:00,8.18,68.91,0.25,0,9.210688399999999,,
1/15/2020 19:00,7.61,77.87,0.85,0,8.27861635,,
1/15/2020 20:00,6.9,83.68,1.66,0,7.250176000000001,,
1/15/2020 21:00,6.32,88.21,2.6,0,6.330432100000001,,
1/15/2020 22:00,6.38,90.32,3.48,0,6.116308800000001,,
1/15/2020 23:00,6.68,91.88,3.96,0,6.2372412000000015,,
1/16/2020 0:00,7,92.02,4.67,0,6.395175000000001,,
1/16/2020 1:00,7.29,92.48,5.29,0,6.5302056,,
1/16/2020 2:00,7.59,91.41,6.05,0,6.706462950000001,,
1/16/2020 3:00,7.63,92.71,5.88,0,6.729452650000001,,
1/16/2020 4:00,7.57,95.02,5.15,0,6.729812700000001,,
1/16/2020 5:00,7.6,95.07,5.57,0,6.6730935,,
1/16/2020 6:00,7.47,95.75,5.68,0,6.49832625,,
1/16/2020 7:00,7.63,95.8,6.31,9.05,6.526697,,
1/16/2020 8:00,8.34,92.82,7.29,91.38,7.1252584,,
1/16/2020 9:00,8.63,83.32,8.86,203.62,7.396513800000001,,
1/16/2020 10:00,7.99,72.47,9.95,270.48,6.985711650000001,,
1/16/2020 11:00,7.59,66.1,10.11,329.67,6.856369500000001,,
1/16/2020 12:00,7.61,63.51,9.8,352.15,7.03278855,,
1/16/2020 13:00,7.56,61.24,9.65,311.23,7.1094691999999995,,
1/16/2020 14:00,7.23,62.21,9.58,207.4,6.825033149999999,,
1/16/2020 15:00,6.63,64.23,9.64,114.5,6.250304450000001,,
1/16/2020 16:00,5.78,65.74,9.64,27.62,5.495109600000001,,
1/16/2020 17:00,4.86,68.69,9.36,0,4.648056200000001,,
1/16/2020 18:00,4.1,70.75,9.14,0,3.9451,,
1/16/2020 19:00,3.44,72.73,9.01,0,3.2968341000000003,,
1/16/2020 20:00,2.84,73.54,9.06,0,2.7248798,,
1/16/2020 21:00,2.11,74.08,9.33,0,2.0103184000000005,,
1/16/2020 22:00,1.48,75.16,9.38,0,1.3827924000000005,,
1/16/2020 23:00,0.99,75.67,9.34,0,0.9298406500000012,,
1/17/2020 0:00,0.55,75.08,9.57,0,0.5479870000000009,,
1/17/2020 1:00,-0.07,72.22,10.02,0,0.15215030000000151,,
1/17/2020 2:00,-0.97,72.08,10.24,0,-0.6424268,,
1/17/2020 3:00,-1.75,73.88,9.99,0,-1.413525,,
1/17/2020 4:00,-2.23,75.05,9.67,0,-1.86822575,,
1/17/2020 5:00,-2.64,76.14,9.53,0,-2.2967178,,
1/17/2020 6:00,-3.05,77.21,9.31,0,-2.71219525,,
1/17/2020 7:00,-3.44,78.11,9.18,18.92,-3.1161137,,
