,T2M,RH2M,WS2M,ALLSKY_SFC_SW_DWN,Feel_Factor,,T2M: Air temperature at 2 meters (°C)
2/24/2022 12:00,0.74,65.69,4.43,206.02,2.450580800000001,,
2/24/2022 13:00,0.88,64.74,3.83,202.45,2.755326600000001,,
2/24/2022 14:00,1.05,64.16,3.53,207.62,2.995264000000001,,
2/24/2022 15:00,1.18,64.53,3.5,132.02,3.0785322000000006,,
2/24/2022 16:00,1.1,66.91,3.29,60.47,2.880733000000001,,
2/24/2022 17:00,0.65,73.02,2.95,15.65,2.1152015000000013,,
2/24/2022 18:00,0.72,73.67,3.57,0,2.001550700000001,,
2/24/2022 19:00,0.83,73.58,4.03,0,2.0103877000000008,,
2/24/2022 20:00,0.88,73.5,4.61,0,1.9431150000000001,,
2/24/2022 21:00,0.93,74.55,4.12,0,2.005460750000001,,
2/24/2022 22:00,0.84,77.35,4.06,0,1.7296945000000017,,
2/24/2022 23:00,0.64,81.27,4.71,0,1.125787900000001,,
2/25/2022 0:00,0.77,82.11,5.57,0,1.006963350000001,,
2/25/2022 1:00,1.05,84.3,6.19,0,0.9734075000000011,,
2/25/2022 2:00,1.11,89.96,6.45,0,0.5593958000000014,,
2/25/2022 3:00,1.2,95.12,6.75,0,0.20697200000000104,,
2/25/2022 4:00,1.37,96.29,7.06,0,0.2259176500000002,,
2/25/2022 5:00,1.89,95.89,7.76,0,0.623049050000001,,
2/25/2022 6:00,2.44,96.42,7.78,0,1.1214614000000012,,
2/25/2022 7:00,3.35,97.33,4.38,16.08,2.6377377500000008,,
2/25/2022 8:00,3.98,98.33,2.41,44.35,3.5946262000000013,,
2/25/2022 9:00,4.37,97.73,1.67,147.45,4.162473050000001,,
2/25/2022 10:00,4.33,96.33,3.02,164.65,3.931281450000001,,
2/25/2022 11:00,3.98,95.08,4.84,167.3,3.2966712000000005,,
2/25/2022 12:00,3.66,92.74,6.38,252.82,2.8168412000000016,,
2/25/2022 13:00,3.63,91.53,7.4,363.05,2.6563789500000006,,
2/25/2022 14:00,3.94,89.25,8.24,385.88,2.9163600000000005,,
2/25/2022 15:00,4.02,84.5,8.54,260.7,3.20542,,
2/25/2022 16:00,3.97,80.74,8.34,120.75,3.417442900000001,,
2/25/2022 17:00,3.45,74.34,8.96,17.75,3.2174865,,
2/25/2022 18:00,1.92,72.36,8.98,0,2.0364116,,
2/25/2022 19:00,0.28,74.22,8.1,0,0.6762538000000013,,
2/25/2022 20:00,-0.8,75.3,7.52,0,-0.225495,,
2/25/2022 21:00,-1.64,76.51,7.45,0,-1.0447927,,
2/25/2022 22:00,-2.6,78.96,7.51,0,-2.123188,,
2/25/2022 23:00,-3.42,81.44,7.39,0,-3.0687264,,
2/26/2022 0:00,-3.82,81.69,7.15,0,-3.4050844,,
2/26/2022 1:00,-3.98,81.31,6.82,0,-3.4443484,,
2/26/2022 2:00,-4.22,81.84,6.32,0,-3.6142464,,
2/26/2022 3:00,-4.52,82.79,5.82,0,-3.8836619,,
2/26/2022 4:00,-4.61,82.68,5.47,0,-3.8835814,,
2/26/2022 5:00,-4.56,81.61,5.2,0,-3.6721763,,
2/26/2022 6:00,-4.37,79.96,5.07,2.62,-3.3041486,,
2/26/2022 7:00,-3.72,76.83,4.99,97.15,-2.3961343,,
2/26/2022 8:00,-2.83,73.01,4.88,260.9,-1.23344815,,
2/26/2022 9:00,-1.89,69.04,4.73,410,-0.0451108,,
2/26/2022 10:00,-1.08,65.98,4.18,586.53,0.9991738000000007,,
2/26/2022 11:00,-0.4,63.73,3.44,622.97,1.8843265000000011,,
2/26/2022 12:00,0.21,62.51,3.05,568.95,2.546526550000001,,
2/26/2022 13:00,0.8,62.64,3.15,608.15,2.9850760000000003,,
2/26/2022 14:00,1.31,63.29,3.46,488.9,3.2811269500000004,,
2/26/2022 15:00,1.71,64.09,3.65,321.2,3.506088950000001,,
2/26/2022 16:00,1.8,66.97,3.62,164.88,3.3831455000000004,,
2/26/2022 17:00,1.41,69.82,3.95,22.23,2.7928091000000013,,
2/26/2022 18:00,1.27,70.77,4.58,0,2.4809209500000016,,
2/26/2022 19:00,0.74,71.74,4.92,0,1.8947168000000012,,
2/26/2022 20:00,0,73.24,4.84,0,1.1661100000000015,,
2/26/2022 21:00,-0.48,74.75,4.53,0,0.694347500000001,,
2/26/2022 22:00,-0.68,75.1,4.44,0,0.5109010000000016,,
2/26/2022 23:00,-0.85,76.13,4.4,0,0.28522475000000136,,
2/27/2022 0:00,-0.98,76.91,4.22,0,0.1418826000000014,,
2/27/2022 1:00,-1.03,76.88,4.02,0,0.14079480000000155,,
2/27/2022 2:00,-1.02,77.34,4.05,0,0.10425760000000106,,
2/27/2022 3:00,-0.98,78.48,4.18,0,0.01621280000000047,,
2/27/2022 4:00,-0.95,80.01,4.49,0,-0.14934975,,
2/27/2022 5:00,-0.63,81,4.95,0,-0.038915,,
2/27/2022 6:00,-0.4,81.93,5.48,4.72,-0.0151635,,
2/27/2022 7:00,0.33,79.7,5.99,115.07,0.7140805000000003,,
2/27/2022 8:00,1.11,73.56,6.67,321.33,1.723173800000001,,
2/27/2022 9:00,1.87,68.88,6.9,507.7,2.651750800000001,,
2/27/2022 10:00,2.87,65.8,7.21,636.78,3.615603000000001,,
2/27/2022 11:00,3.88,63.61,7.44,699.5,4.5175399,,
2/27/2022 12:00,4.71,61.84,7.65,707.72,5.234725200000001,,
2/27/2022 13:00,5.3,60.92,7.74,653.42,5.7294480000000005,,
2/27/2022 14:00,5.69,61.55,7.55,537.42,6.043094750000001,,
2/27/2022 15:00,5.87,63.74,6.99,374.33,6.1930809,,
2/27/2022 16:00,5.61,67.9,6.18,184.98,5.943529500000001,,
2/27/2022 17:00,4.66,72.73,5.74,23.05,4.987852400000001,,
2/27/2022 18:00,4.18,75.25,6.13,0,4.35881,,
2/27/2022 19:00,3.66,78.72,6.33,0,3.662713600000001,,
2/27/2022 20:00,3.23,81.83,6.27,0,3.1022674500000007,,
2/27/2022 21:00,2.85,82.81,6.25,0,2.7014492500000005,,
2/27/2022 22:00,2.21,81.3,6.46,0,2.182026500000001,,
2/27/2022 23:00,1.26,77.39,6.64,0,1.5784602000000005,,
2/28/2022 0:00,0.38,76.58,6.23,0,0.9527972000000011,,
2/28/2022 1:00,-0.14,74.04,6.02,0,0.7462992000000004,,
2/28/2022 2:00,-0.44,72.62,6.15,0,0.5798146000000008,,
2/28/2022 3:00,-0.78,72.2,6.46,0,0.2643120000000003,,
2/28/2022 4:00,-1.24,71.54,6.71,0,-0.1182178,,
2/28/2022 5:00,-1.88,70.86,6.69,0,-0.5927774,,
2/28/2022 6:00,-2.47,71.9,6.46,6.78,-1.1392865,,
2/28/2022 7:00,-2.35,69.32,6.58,146.3,-0.822731,,
2/28/2022 8:00,-2.13,66.19,6.4,345.55,-0.31756835,,
2/28/2022 9:00,-1.73,62.49,6.05,521.6,0.40833015000000117,,
2/28/2022 10:00,-1.24,59.7,5.61,656.1,1.1267710000000013,,
2/28/2022 11:00,-0.65,57.14,5.14,720.75,1.8933095000000009,,
2/28/2022 12:00,0.01,54.36,4.65,735.72,2.717279800000001,,
2/28/2022 13:00,0.59,52.36,4.22,683.9,3.3906982000000014,,
2/28/2022 14:00,1.03,51.22,3.92,392.73,3.859866300000001,,
2/28/2022 15:00,1.25,50.43,3.49,406.2,4.1644137500000005,,
2/28/2022 16:00,1.06,53.14,2.78,194.93,3.9678912000000013,,
2/28/2022 17:00,0.27,54.43,2.4,29.58,3.3565360500000008,,
2/28/2022 18:00,0.2,51.01,2.1,0,3.6330635000000004,,
2/28/2022 19:00,0.2,49.15,1.79,0,3.8413525000000006,,
2/28/2022 20:00,0.1,49.23,1.74,0,3.772984000000001,,
2/28/2022 21:00,0.01,50.61,1.83,0,3.580136050000001,,
2/28/2022 22:00,-0.13,53.9,2.16,0,3.1474365000000013,,
2/28/2022 23:00,-0.21,56.7,2.43,0,2.8071865000000003,,
3/1/2022 0:00,-0.18,58.47,2.62,0,2.6491322000000013,,
3/1/2022 1:00,-0.05,58.94,2.67,0,2.701826500000002,,
3/1/2022 2:00,0.26,60.49,2.87,0,2.7804232000000004,,
3/1/2022 3:00,0.55,62.31,3.22,0,2.7977652500000003,,
3/1/2022 4:00,0.71,63.88,3.58,0,2.7335214000000003,,
3/1/2022 5:00,0.98,65.13,3.89,0,2.7949332000000013,,
3/1/2022 6:00,1.2,66.54,4.16,3.55,2.8155990000000006,,
3/1/2022 7:00,2.62,65.21,4.67,45.25,3.9591786000000004,,
3/1/2022 8:00,3.51,63.71,5.13,111.97,4.677549050000001,,
3/1/2022 9:00,3.94,64.38,5.24,195.77,4.960809600000001,,
3/1/2022 10:00,4.35,66.44,5.28,212.45,5.167487,,
3/1/2022 11:00,4.65,69.99,5.31,197.55,5.213791750000001,,
3/1/2022 12:00,4.79,75.3,5.12,403.48,5.085103500000001,,
3/1/2022 13:00,5,80.08,4.73,274.38,5.09482,,
3/1/2022 14:00,5.14,84.39,4.26,283.95,5.0916028,,
3/1/2022 15:00,5.21,87.92,4.05,179.38,5.0172276,,
3/1/2022 16:00,5.35,89.89,4.15,88.9,5.02878575,,
3/1/2022 17:00,4.79,94.73,4.25,17.05,4.2214443500000005,,
3/1/2022 18:00,4.8,97.26,4.48,0,4.050179,,
3/1/2022 19:00,4.81,98.29,4.35,0,4.03113445,,
3/1/2022 20:00,4.7,98.62,4.27,0,3.920382000000001,,
3/1/2022 21:00,4.68,98.16,3.99,0,3.9813784000000005,,
3/1/2022 22:00,4.43,98.88,3.48,0,3.7960312000000003,,
3/1/2022 23:00,4.21,98.43,3.58,0,3.58285415,,
3/2/2022 0:00,4.1,96.44,3.64,0,3.575632,,
3/2/2022 1:00,3.81,94.82,3.57,0,3.400558100000002,,
3/2/2022 2:00,3.41,93.82,3.68,0,3.050949100000001,,
3/2/2022 3:00,3.01,93.14,3.82,0,2.6795177,,
3/2/2022 4:00,2.6,92.66,4.04,0,2.2724030000000015,,
3/2/2022 5:00,2.23,92.05,4.12,0,1.9425057500000016,,
3/2/2022 6:00,2.11,90.64,3.97,7.3,1.953837200000001,,
3/2/2022 7:00,3.35,85.15,3.99,132.65,3.4626762500000003,,
3/2/2022 8:00,4.32,77.79,3.97,323.05,4.7695378999999996,,
3/2/2022 9:00,5.1,69.76,3.7,472.45,5.923408,,
3/2/2022 10:00,5.64,67.35,3.07,629.67,6.617034500000001,,
3/2/2022 11:00,6.1,67.47,2.57,698.2,7.088886,,
3/2/2022 12:00,6.54,67.43,2.3,708.97,7.5059146000000005,,
3/2/2022 13:00,6.96,67.1,2.2,657.1,7.884363000000001,,
3/2/2022 14:00,7.29,66.37,2.18,543.42,8.18759765,,
3/2/2022 15:00,7.4,66.97,1.88,380.17,8.313821500000001,,
3/2/2022 16:00,7.06,71.61,1.32,191.38,7.957718799999999,,
3/2/2022 17:00,6.03,72.38,1.2,29.95,7.076677700000001,,
3/2/2022 18:00,5.58,74.85,1.38,0,6.537859000000001,,
3/2/2022 19:00,4.95,79.85,1.93,0,5.622378750000001,,
3/2/2022 20:00,4.35,84.97,2.68,0,4.653049750000001,,
3/2/2022 21:00,4.17,88.54,3.51,0,4.1190999,,
3/2/2022 22:00,4.35,91.22,4.43,0,3.9541435,,
3/2/2022 23:00,4.6,94.09,5.48,0,3.8257994999999996,,
3/3/2022 0:00,4.56,97.5,6.11,0,3.4746749999999995,,
3/3/2022 1:00,4.6,97.33,6.28,0,3.4893815000000004,,
3/3/2022 2:00,4.46,98.62,5.93,0,3.3502036000000013,,
3/3/2022 3:00,4.46,97.88,5.54,0,3.4690664000000013,,
3/3/2022 4:00,4.28,95.95,5.74,0,3.3596505000000003,,
3/3/2022 5:00,3.91,93.17,5.5,0,3.207813350000001,,
3/3/2022 6:00,3.73,90.41,5.41,5.88,3.2160636500000015,,
3/3/2022 7:00,3.67,81.18,6.81,107.72,3.4290133000000003,,
3/3/2022 8:00,3.46,70.49,7.46,291.52,3.7598472000000003,,
3/3/2022 9:00,3.68,63.95,7.11,469.83,4.403335500000001,,
3/3/2022 10:00,4.03,60.43,6.72,638.12,4.964638450000001,,
3/3/2022 11:00,4.45,57.93,6.44,726.17,5.48741925,,
3/3/2022 12:00,4.77,56.28,6.41,719.88,5.8276758,,
3/3/2022 13:00,4.84,55.08,6.63,687.65,5.9005996,,
3/3/2022 14:00,4.55,54.9,6.93,575.6,5.6320974999999995,,
3/3/2022 15:00,3.91,55.86,7.17,414.45,5.0469343,,
3/3/2022 16:00,2.99,57.96,7.32,222.93,4.1873422,,
3/3/2022 17:00,1.64,62.49,7.27,38.75,2.839082300000001,,
3/3/2022 18:00,0.4,66.9,7.5,0,1.4669050000000006,,
3/3/2022 19:00,-0.68,69.26,7.55,0,0.3764826000000008,,
3/3/2022 20:00,-1.52,69.46,7.43,0,-0.3151206,,
3/3/2022 21:00,-2.1,69.45,7.25,0,-0.760785,,
3/3/2022 22:00,-2.6,70.8,6.82,0,-1.21774,,
3/3/2022 23:00,-3.02,72.35,6.32,0,-1.619646,,
3/4/2022 0:00,-3.3,73.42,5.76,0,-1.849818,,
3/4/2022 1:00,-3.46,74.1,5.24,0,-1.949598,,
3/4/2022 2:00,-3.56,74.39,4.87,0,-1.9901587,,
3/4/2022 3:00,-3.62,74.06,4.49,0,-1.9328196,,
3/4/2022 4:00,-3.74,74.11,4.07,0,-1.9567152,,
3/4/2022 5:00,-3.91,74.1,3.59,0,-2.0054955,,
3/4/2022 6:00,-3.95,71.74,3.21,9.77,-1.7243165,,
3/4/2022 7:00,-3.61,65.71,2.99,155.38,-0.79254455,,
3/4/2022 8:00,-3.22,62.19,2.43,376.33,-0.0210374,,
3/4/2022 9:00,-2.72,58.61,1.88,533.33,0.8240469000000002,,
3/4/2022 10:00,-2.21,55.16,1.25,679.97,1.6610202000000012,,
3/4/2022 11:00,-1.43,54.1,1.55,743.72,2.2815285000000007,,
3/4/2022 12:00,-0.41,54.99,2.78,743.42,2.7250450500000003,,
3/4/2022 13:00,0.56,55.67,3.88,700.92,3.1827811000000006,,
3/4/2022 14:00,1.39,55.33,4.48,583.03,3.7149303500000013,,
3/4/2022 15:00,2.01,55.23,4.57,415.75,4.171475150000001,,
3/4/2022 16:00,2.26,58.36,4.14,219.75,4.235204800000001,,
3/4/2022 17:00,1.41,63,3.94,37.03,3.2858150000000004,,
3/4/2022 18:00,1.23,64.83,4.14,0,2.968882450000001,,
3/4/2022 19:00,1.14,66.75,4.09,0,2.76521,,
3/4/2022 20:00,0.97,68.84,3.84,0,2.5207714,,
3/4/2022 21:00,0.85,70.72,3.61,0,2.3261960000000013,,
3/4/2022 22:00,0.73,72.63,3.46,0,2.110866950000001,,
3/4/2022 23:00,0.65,74.08,3.24,0,1.976456000000001,,
3/5/2022 0:00,0.56,75.36,3.02,0,1.8451488000000014,,
3/5/2022 1:00,0.48,76.07,2.73,0,1.779242300000001,,
3/5/2022 2:00,0.44,76.02,2.42,0,1.8103734000000018,,
3/5/2022 3:00,0.46,74.62,2.08,0,2.0038436000000006,,
3/5/2022 4:00,0.47,73.28,1.76,0,2.1798488000000007,,
3/5/2022 5:00,0.37,71.98,1.47,0,2.2535743000000004,,
3/5/2022 6:00,0.57,70.72,1.44,9.3,2.525287200000001,,
3/5/2022 7:00,1.34,67.18,1.59,79.82,3.3975116,,
3/5/2022 8:00,2.22,62.63,1.21,186.1,4.5019698,,
3/5/2022 9:00,3.41,55.86,1.01,322.02,5.9003193000000005,,
3/5/2022 10:00,4.19,53.87,1.53,420.8,6.499801650000001,,
3/5/2022 11:00,4.54,56.27,2.16,447.7,6.5035294,,
3/5/2022 12:00,4.74,59.11,2.62,487.1,6.4109752,,
3/5/2022 13:00,4.89,61.5,2.92,391.3,6.3409175,,
3/5/2022 14:00,5.1,63.77,3,294.45,6.3730910000000005,,
3/5/2022 15:00,5.05,68.66,3.07,226,6.064896500000001,,
3/5/2022 16:00,4.61,75.61,3.13,113.7,5.310694050000001,,
3/5/2022 17:00,4.07,79.68,3.66,24.3,4.503656800000001,,
3/5/2022 18:00,3.93,83.1,3.75,0,4.162481500000001,,
3/5/2022 19:00,3.8,86.5,3.59,0,3.876475000000001,,
3/5/2022 20:00,3.86,89.14,3.59,0,3.7775272000000006,,
3/5/2022 21:00,3.99,91.48,3.65,0,3.7524986000000005,,
3/5/2022 22:00,4.38,93.43,3.94,0,3.9576861999999995,,
3/5/2022 23:00,5,96.29,4.15,0,4.3638475,,
3/6/2022 0:00,5.42,100,3.65,0,4.690000000000001,,
3/6/2022 1:00,5.52,100,3.37,0,4.846,,
3/6/2022 2:00,5.64,100,3.48,0,4.944000000000001,,
3/6/2022 3:00,5.96,100,4.74,0,5.0120000000000005,,
3/6/2022 4:00,6.07,100,5.59,0,4.952000000000001,,
3/6/2022 5:00,6.08,100,5.36,0,5.008000000000001,,
3/6/2022 6:00,6.54,100,5.1,8.98,5.520000000000001,,
3/6/2022 7:00,7.33,99.43,5.05,25.27,6.34247795,,
3/6/2022 8:00,8.39,98.04,5.75,37.65,7.305865799999999,,
3/6/2022 9:00,9.32,97.63,6.11,82.4,8.165521300000002,,
3/6/2022 10:00,10.15,96.45,6.49,158.73,8.93693375,,
3/6/2022 11:00,10.82,95.47,6.39,336.62,9.6336872,,
3/6/2022 12:00,11.23,95.19,6.01,220.8,10.11450785,,
3/6/2022 13:00,11.8,93.78,6.43,471.62,10.606367,,
3/6/2022 14:00,11.96,92.73,6.96,369.7,10.669561900000001,,
3/6/2022 15:00,11.59,93.71,7.33,248.35,10.224671449999999,,
3/6/2022 16:00,11.14,94.71,7.16,111.82,9.8057592,,
3/6/2022 17:00,10.6,96.04,6.76,23.35,9.332942,,
3/6/2022 18:00,10.33,96.5,6.61,0,9.088272500000002,,
3/6/2022 19:00,10.33,95.97,6.57,0,9.10842805,,
3/6/2022 20:00,10.47,95.18,6.71,0,9.2348353,,
3/6/2022 21:00,11.23,93.25,6.92,0,9.967398750000001,,
3/6/2022 22:00,12.06,91.77,6.31,0,10.9084466,,
3/6/2022 23:00,11.52,94.49,5.44,0,10.522308899999999,,
3/7/2022 0:00,10.84,97.37,5.06,0,9.8809419,,
3/7/2022 1:00,10.44,98.51,4.38,0,9.5972717,,
3/7/2022 2:00,10.12,99.35,3.82,0,9.3716585,,
3/7/2022 3:00,9.87,100,3.51,0,9.168,,
3/7/2022 4:00,9.63,100,2.96,0,9.038,,
3/7/2022 5:00,9.48,100,2.27,0,9.026,,
3/7/2022 6:00,9.6,99.59,1.79,8.6,9.2530495,,
3/7/2022 7:00,10.38,96.68,1.54,72.35,10.147231200000002,,
3/7/2022 8:00,10.55,95.27,2.41,180.32,10.170759250000001,,
3/7/2022 9:00,11.23,93.35,3.9,272.38,10.569600250000002,,
3/7/2022 10:00,12.45,90.88,5.22,399.02,11.508828,,
3/7/2022 11:00,13.76,85.31,6.31,453.08,12.557788299999999,,
3/7/2022 12:00,14.16,82.37,7.49,346.42,12.6949681,,
3/7/2022 13:00,13.62,83.44,8.25,346,12.0501504,,
3/7/2022 14:00,12.91,85.79,8.29,252.02,11.376266450000001,,
3/7/2022 15:00,12.12,88.16,8.08,118.1,10.6589856,,
3/7/2022 16:00,11.51,90.11,7.93,77.65,10.086641049999999,,
3/7/2022 17:00,11.09,92.37,7.99,17.55,9.63510065,,
3/7/2022 18:00,10.85,93.52,8.33,0,9.314086,,
3/7/2022 19:00,10.87,93.3,8.82,0,9.2397655,,
3/7/2022 20:00,11.16,94.65,8.66,0,9.526279500000001,,
3/7/2022 21:00,12.09,92.86,7.7,0,10.6446407,,
3/7/2022 22:00,12.55,78.94,8.12,0,11.1518685,,
3/7/2022 23:00,10.58,74.19,8.55,0,9.4264636,,
3/8/2022 0:00,8.09,76.02,8.26,0,7.283414900000001,,
3/8/2022 1:00,6,73.11,8.34,0,5.5891075,,
3/8/2022 2:00,4.27,72.88,8.37,0,4.1219068,,
3/8/2022 3:00,3.29,75.28,7.67,0,3.2801116000000015,,
3/8/2022 4:00,2.92,73.54,7.48,0,3.1092373999999996,,
3/8/2022 5:00,2.47,73.81,7.28,0,2.7468613500000005,,
3/8/2022 6:00,2.28,75.37,7.02,12.52,2.5313823000000006,,
3/8/2022 7:00,2.93,71.83,7.24,131.7,3.2745979500000004,,
3/8/2022 8:00,3.7,65.42,7.69,314.48,4.216052000000001,,
3/8/2022 9:00,4.43,60.23,7.98,490.42,5.03666145,,
3/8/2022 10:00,4.99,57.75,7.65,610.25,5.66988625,,
3/8/2022 11:00,5.44,56.88,6.96,673.45,6.1966696,,
3/8/2022 12:00,5.85,56.17,6.26,708.65,6.68321225,,
3/8/2022 13:00,6.16,55.67,5.55,643.05,7.083417100000001,,
3/8/2022 14:00,6.3,55.83,4.85,494.98,7.322067,,
3/8/2022 15:00,6.21,57.24,4.11,357.73,7.3376422,,
3/8/2022 16:00,5.86,61.31,3.19,193.65,7.060548800000001,,
3/8/2022 17:00,4.78,70.69,2.26,33.38,5.894912600000001,,
3/8/2022 18:00,4.17,72.42,2.05,0,5.3269577,,
3/8/2022 19:00,4.03,71.74,1.86,0,5.285352100000001,,
3/8/2022 20:00,4.07,70.98,1.53,0,5.428732300000001,,
3/8/2022 21:00,3.98,70.8,1.58,0,5.353512000000001,,
3/8/2022 22:00,3.83,71.93,1.85,0,5.107287950000001,,
3/8/2022 23:00,3.74,73.81,1.96,0,4.8979242,,
3/9/2022 0:00,3.76,76.78,1.94,0,4.7436054,,
3/9/2022 1:00,3.8,79.81,2.03,0,4.582181500000001,,
3/9/2022 2:00,3.8,81.63,2.29,0,4.4230745,,
3/9/2022 3:00,3.84,82.79,2.81,0,4.2870223,,
3/9/2022 4:00,3.98,83.34,3.55,0,4.2339476000000005,,
3/9/2022 5:00,3.75,83.62,4.33,0,3.852467500000001,,
3/9/2022 6:00,3.27,90.05,4.52,7.07,2.980561750000001,,
3/9/2022 7:00,2.84,94.54,4.93,21.23,2.2041497999999997,,
3/9/2022 8:00,1.94,97.98,4.8,60.5,1.1195416000000007,,
3/9/2022 9:00,1.99,97.08,4.68,58.6,1.254910600000001,,
3/9/2022 10:00,2.19,96.02,4.92,98.2,1.475465900000001,,
3/9/2022 11:00,2.41,95.29,5.33,95.4,1.6571914500000007,,
3/9/2022 12:00,2.57,94.98,5.6,83,1.7793873,,
3/9/2022 13:00,2.69,95.07,6.86,67.38,1.6382281500000013,,
3/9/2022 14:00,2.97,93.75,6.9,61.65,1.9863437500000007,,
3/9/2022 15:00,2.94,93.77,6.27,48.25,2.082103400000001,,
3/9/2022 16:00,2.88,94.05,5.7,82.57,2.120264500000001,,
3/9/2022 17:00,2.6,94.93,5.54,27.77,1.8238315000000007,,
3/9/2022 18:00,2.32,95.55,5.62,0,1.4941055000000012,,
3/9/2022 19:00,2.03,95.54,5.23,0,1.2898891000000006,,
3/9/2022 20:00,1.86,95.4,4.86,0,1.207792,,
3/9/2022 21:00,1.77,94.93,4.52,0,1.2209760500000009,,
3/9/2022 22:00,1.63,94.75,4.2,0,1.1616212500000012,,
3/9/2022 23:00,1.47,94.46,3.71,0,1.1250241000000014,,
3/10/2022 0:00,1.33,94.27,3.08,0,1.1290525500000008,,
3/10/2022 1:00,1.2,94.22,2.68,0,1.0868070000000012,,
3/10/2022 2:00,1.13,93.75,2.46,0,1.0975937500000006,,
3/10/2022 3:00,1.06,93.8,2.12,0,1.094304000000002,,
3/10/2022 4:00,0.9,93.74,1.75,0,1.018248000000001,,
3/10/2022 5:00,0.79,94.07,1.74,0,0.8891516500000007,,
3/10/2022 6:00,0.78,94.47,2.45,16.9,0.7072938000000011,,
3/10/2022 7:00,1.21,93.84,2.8,140.02,1.1002652000000004,,
3/10/2022 8:00,2.13,90.18,2.64,312.27,2.2701037000000004,,
3/10/2022 9:00,3.38,81.45,2.76,490.12,3.9625180000000007,,
3/10/2022 10:00,4.39,74.63,3.16,620.92,5.16869885,,
3/10/2022 11:00,5.32,70.63,2.53,574.45,6.2968913,,
3/10/2022 12:00,5.99,68.45,1.8,598.75,7.10669775,,
3/10/2022 13:00,6.35,64.7,1.01,564.47,7.7303225,,
3/10/2022 14:00,6.36,65.32,0.56,385.3,7.800623600000001,,
3/10/2022 15:00,6.35,67.55,0.55,261.2,7.69457125,,
3/10/2022 16:00,5.93,75.13,0.93,148.75,6.91624745,,
3/10/2022 17:00,5.03,80.37,1.53,26.98,5.74642855,,
3/10/2022 18:00,4.54,81.24,1.97,0,5.173672800000001,,
3/10/2022 19:00,4.28,81.95,1.76,0,4.9425905000000006,,
3/10/2022 20:00,3.86,82.19,1.48,0,4.6062412,,
3/10/2022 21:00,3.61,83.04,1.43,0,4.339819200000001,,
3/10/2022 22:00,3.43,84.1,1.59,0,4.080071500000001,,
3/10/2022 23:00,3.31,85.42,1.67,0,3.8733261000000003,,
3/11/2022 0:00,3.22,86.58,1.65,0,3.7225768000000015,,
3/11/2022 1:00,3.13,87.74,1.62,0,3.572679100000001,,
3/11/2022 2:00,2.91,89.76,1.73,0,3.2167488000000004,,
3/11/2022 3:00,2.87,90.89,1.54,0,3.1447211500000005,,
3/11/2022 4:00,2.91,91.28,1.08,0,3.2498564000000014,,
3/11/2022 5:00,2.99,91.63,0.54,0,3.411862850000001,,
3/11/2022 6:00,3.1,92.2,0.17,16.2,3.555060000000001,,
3/11/2022 7:00,3.8,91.23,0.42,143.65,4.232114500000001,,
3/11/2022 8:00,4.86,87.73,0.65,331.4,5.380555400000001,,
3/11/2022 9:00,6.39,79.23,1.2,503.6,7.07644585,,
3/11/2022 10:00,7.01,77.18,1.63,630.15,7.6240699,,
3/11/2022 11:00,7.38,76.01,2.2,717,7.8794484,,
3/11/2022 12:00,7.67,74.79,2.6,727.97,8.097013650000001,,
3/11/2022 13:00,7.81,74.77,2.81,658.85,8.176337850000001,,
3/11/2022 14:00,7.73,76.17,2.98,583.33,8.02131005,,
3/11/2022 15:00,7.35,79.34,3.33,424.48,7.4964545000000005,,
3/11/2022 16:00,6.66,84.96,3.66,227.35,6.5765248000000005,,
3/11/2022 17:00,5.59,93.23,3.39,49.78,5.24376385,,
3/11/2022 18:00,4.79,99.12,3.06,0,4.2249964,,
3/11/2022 19:00,4.69,100,2.79,0,4.1320000000000014,,
3/11/2022 20:00,4.98,100,2.79,0,4.4220000000000015,,
3/11/2022 21:00,5.19,99.09,2.97,0,4.64259655,,
3/11/2022 22:00,5.26,98.65,2.68,0,4.792607,,
3/11/2022 23:00,5.32,98.64,2.59,0,4.870666400000001,,
3/12/2022 0:00,5.35,98.67,2.74,0,4.86893225,,
3/12/2022 1:00,5.4,98.38,2.79,0,4.923081000000002,,
3/12/2022 2:00,5.5,98.59,2.58,0,5.053795000000001,,
3/12/2022 3:00,5.66,98.74,2.15,0,5.291261200000001,,
3/12/2022 4:00,5.73,99.51,1.8,0,5.39363515,,
3/12/2022 5:00,5.85,99.5,1.78,0,5.5177875,,
3/12/2022 6:00,6.04,99.46,1.94,7.6,5.677126200000001,,
3/12/2022 7:00,6.41,98.3,1.45,8.7,6.195641500000001,,
3/12/2022 8:00,6.59,97.56,0.88,22.02,6.5201522,,
3/12/2022 9:00,6.22,96.26,3.07,34.47,5.776319600000001,,
3/12/2022 10:00,4.28,95.26,7.8,58.28,2.986435400000001,,
3/12/2022 11:00,2.38,90.24,10.3,96.6,0.9706016000000015,,
3/12/2022 12:00,1.72,85.68,10.24,139.82,0.6785528000000003,,
3/12/2022 13:00,1.71,80.8,9.9,152.02,1.0806240000000005,,
3/12/2022 14:00,1.59,77.48,10.48,138.05,1.0930326000000004,,
3/12/2022 15:00,0.99,73.27,11.29,94.47,0.7181726500000005,,
3/12/2022 16:00,-0.3,70.94,11.5,35.67,-0.234516,,
3/12/2022 17:00,-1.57,72.47,10.74,21.62,-1.28476095,,
